詩經韻腳字,上古韻部,廣韻字頭,中古韻部,中原音韻字頭,近代韻部
為,上古：歌,䫥,中古：之,繻,近代：魚模
沱,上古：歌,䫏,中古：之,嚅,近代：魚模
蕳,上古：元,𠐾,中古：之,濡,近代：魚模
卷,上古：元,魌,中古：之,無,近代：魚模
悁,上古：元,僛,中古：之,蕪,近代：魚模
萏,上古：談,𪅾,中古：之,巫,近代：魚模
儼,上古：談,𡖾,中古：之,誣,近代：魚模
枕,上古：侵,䶞,中古：之,模,近代：魚模
遙,上古：宵,抾,中古：之,謨,近代：魚模
朝,上古：宵,姬,中古：之,摸,近代：魚模
忉,上古：宵,朞,中古：之,謀,近代：魚模
翔,上古：陽,稘,中古：之,徒,近代：魚模
堂,上古：陽,基,中古：之,圖,近代：魚模
傷,上古：陽,箕,中古：之,菟,近代：魚模
膏,上古：宵,萁,中古：之,屠,近代：魚模
曜,上古：藥,䇫,中古：之,荼,近代：魚模
悼,上古：藥,諅,中古：之,途,近代：魚模
冠,上古：元,其,中古：之,瘏,近代：魚模
欒,上古：元,錤,中古：之,駼,近代：魚模
慱,上古：元,居,中古：之,塗,近代：魚模
衣,上古：微,諆,中古：之,奴,近代：魚模
悲,上古：微,詞,中古：之,孥,近代：魚模
歸,上古：微,祠,中古：之,砮,近代：魚模
韠,上古：質,柌,中古：之,駑,近代：魚模
結,上古：質,辭,中古：之,爐,近代：魚模
一,上古：質,辤,中古：之,盧,近代：魚模
枝,上古：支,辝,中古：之,蘆,近代：魚模
知,上古：支,𥿆,中古：之,顱,近代：魚模
華,上古：魚,釐,中古：之,鱸,近代：魚模
家,上古：魚,貍,中古：之,罏,近代：魚模
實,上古：質,狸,中古：之,轤,近代：魚模
室,上古：質,氂,中古：之,艫,近代：魚模
發,上古：月,嫠,中古：之,櫨,近代：魚模
偈,上古：月,剺,中古：之,瀘,近代：魚模
怛,上古：月,梩,中古：之,魚,近代：魚模
飄,上古：宵,犛,中古：之,漁,近代：魚模
嘌,上古：宵,𣁟,中古：之,隅,近代：魚模
吊,上古：宵,倈,中古：之,虞,近代：魚模
鬵,上古：侵,艃,中古：之,逾,近代：魚模
音,上古：侵,𣮉,中古：之,余,近代：魚模
羽,上古：魚,孷,中古：之,餘,近代：魚模
楚,上古：魚,𢟤,中古：之,竽,近代：魚模
處,上古：魚,𩭇,中古：之,于,近代：魚模
翼,上古：職,㾖,中古：之,畬,近代：魚模
服,上古：職,筣,中古：之,與,近代：魚模
息,上古：職,斄,中古：之,雩,近代：魚模
閱,上古：月,𠩬,中古：之,輿,近代：魚模
雪,上古：月,𠭰,中古：之,旟,近代：魚模
說,上古：月,菑,中古：之,��,近代：魚模
祋,上古：月,甾,中古：之,舁,近代：魚模
芾,上古：月,𦸜,中古：之,妤,近代：魚模
翼,上古：職,淄,中古：之,歟,近代：魚模
服,上古：職,㿳,中古：之,譽,近代：魚模
咮,上古：侯,茬,中古：之,愚,近代：魚模
媾,上古：侯,輜,中古：之,盂,近代：魚模
隮,上古：脂,錙,中古：之,禺,近代：魚模
饑,上古：脂,鶅,中古：之,臾,近代：魚模
七,上古：質,緇,中古：之,榆,近代：魚模
一,上古：質,䊷,中古：之,愉,近代：魚模
一,上古：質,椔,中古：之,俞,近代：魚模
結,上古：質,鯔,中古：之,萸,近代：魚模
梅,上古：之,䎩,中古：之,覦,近代：魚模
絲,上古：之,䣎,中古：之,毹,近代：魚模
絲,上古：之,僖,中古：之,瑜,近代：魚模
騏,上古：之,歖,中古：之,窬,近代：魚模
棘,上古：職,熙,中古：之,渝,近代：魚模
忒,上古：職,嬉,中古：之,��,近代：魚模
忒,上古：職,禧,中古：之,腴,近代：魚模
國,上古：職,媐,中古：之,諛,近代：魚模
榛,上古：真,譆,中古：之,吾,近代：魚模
人,上古：真,𠩺,中古：之,浯,近代：魚模
人,上古：真,瞦,中古：之,鋙,近代：魚模
年,上古：真,㶼,中古：之,蜈,近代：魚模
泉,上古：元,熹,中古：之,㻍,近代：魚模
稂,上古：陽,嘻,中古：之,吳,近代：魚模
歎,上古：元,𣢑,中古：之,梧,近代：魚模
京,上古：陽,娭,中古：之,娛,近代：魚模
泉,上古：元,誒,中古：之,鼯,近代：魚模
蕭,上古：幽,醫,中古：之,雛,近代：魚模
歎,上古：元,毉,中古：之,鋤,近代：魚模
周,上古：幽,譩,中古：之,殊,近代：魚模
泉,上古：元,㿄,中古：之,茱,近代：魚模
蓍,上古：脂,噫,中古：之,銖,近代：魚模
歎,上古：元,癡,中古：之,洙,近代：魚模
師,上古：脂,齝,中古：之,符,近代：魚模
苗,上古：宵,笞,中古：之,渠,近代：魚模
膏,上古：宵,痴,中古：之,蕖,近代：魚模
勞,上古：宵,治,中古：之,磲,近代：魚模
火,上古：微,持,中古：之,籧,近代：魚模
衣,上古：微,莉,中古：之,劬,近代：魚模
發,上古：月,蚩,中古：之,瞿,近代：魚模
烈,上古：月,嗤,中古：之,衢,近代：魚模
褐,上古：月,妛,中古：之,臞,近代：魚模
歲,上古：月,媸,中古：之,除,近代：魚模
耜,上古：之,𦐉,中古：之,蜍,近代：魚模
趾,上古：之,𣍆,中古：之,滁,近代：魚模
子,上古：之,𥉍,中古：之,篨,近代：魚模
畝,上古：之,慈,中古：之,��,近代：魚模
喜,上古：之,礠,中古：之,幮,近代：魚模
火,上古：微,鶿,中古：之,躕,近代：魚模
衣,上古：微,濨,中古：之,儲,近代：魚模
陽,上古：陽,兹,中古：之,扶,近代：魚模
庚,上古：陽,兹,中古：之,夫,近代：魚模
筐,上古：陽,孳,中古：之,蚨,近代：魚模
行,上古：陽,嵫,中古：之,芙,近代：魚模
桑,上古：陽,孜,中古：之,鳧,近代：魚模
遲,上古：脂,滋,中古：之,浮,近代：魚模
祁,上古：脂,嗞,中古：之,蒲,近代：魚模
悲,上古：微,𪑿,中古：之,脯,近代：魚模
歸,上古：微,鎡,中古：之,酺,近代：魚模
火,上古：微,孖,中古：之,蒱,近代：魚模
葦,上古：微,鼒,中古：之,乎,近代：魚模
桑,上古：陽,鰦,中古：之,胡,近代：魚模
斨,上古：陽,仔,中古：之,糊,近代：魚模
揚,上古：陽,鶿,中古：之,湖,近代：魚模
桑,上古：陽,稵,中古：之,醐,近代：魚模
鶪,上古：錫,茬,中古：之,瑚,近代：魚模
績,上古：錫,漦,中古：之,鶘,近代：魚模
黃,上古：陽,抾,中古：之,壺,近代：魚模
陽,上古：陽,䀵,中古：之,狐,近代：魚模
裳,上古：陽,微,中古：微,弧,近代：魚模
葽,上古：宵,𢼸,中古：微,殂,近代：魚模
蜩,上古：幽,㵟,中古：微,徂,近代：魚模
獲,上古：鐸,薇,中古：微,徐,近代：魚模
蘀,上古：鐸,䉠,中古：微,獨,近代：魚模
狸,上古：之,䥩,中古：微,讀,近代：魚模
裘,上古：之,癓,中古：微,牘,近代：魚模
同,上古：東,矀,中古：微,瀆,近代：魚模
功,上古：東,揮,中古：微,毒,近代：魚模
豵,上古：東,煇,中古：微,突,近代：魚模
公,上古：東,輝,中古：微,纛,近代：魚模
股,上古：魚,暉,中古：微,復,近代：魚模
羽,上古：魚,徽,中古：微,佛,近代：魚模
野,上古：魚,翬,中古：微,伏,近代：魚模
宇,上古：魚,褘,中古：微,鵩,近代：魚模
戶,上古：魚,鰴,中古：微,袱,近代：魚模
下,上古：魚,楎,中古：微,服,近代：魚模
鼠,上古：魚,幑,中古：微,鵠,近代：魚模
戶,上古：魚,瀈,中古：微,鶻,近代：魚模
處,上古：魚,㫎,中古：微,斛,近代：魚模
薁,上古：覺,𤟤,中古：微,槲,近代：魚模
菽,上古：覺,幃,中古：微,屬,近代：魚模
棗,上古：幽,韋,中古：微,術,近代：魚模
稻,上古：幽,闈,中古：微,述,近代：魚模
酒,上古：幽,圍,中古：微,秫,近代：魚模
壽,上古：幽,䙟,中古：微,术,近代：魚模
瓜,上古：魚,𩎯,中古：微,俗,近代：魚模
壺,上古：魚,違,中古：微,續,近代：魚模
苴,上古：魚,湋,中古：微,逐,近代：魚模
樗,上古：魚,囗,中古：微,軸,近代：魚模
夫,上古：魚,鍏,中古：微,族,近代：魚模
圃,上古：魚,潿,中古：微,鏃,近代：魚模
稼,上古：魚,婔,中古：微,僕,近代：魚模
穋,上古：覺,𧝕,中古：微,局,近代：魚模
麥,上古：職,𠆎,中古：微,淑,近代：魚模
同,上古：東,𢾁,中古：微,蜀,近代：魚模
功,上古：東,霏,中古：微,孰,近代：魚模
茅,上古：幽,䬠,中古：微,熟,近代：魚模
綯,上古：幽,妃,中古：微,塾,近代：魚模
屋,上古：屋,菲,中古：微,贖,近代：魚模
穀,上古：屋,䩁,中古：微,羽,近代：魚模
沖,上古：侵,婓,中古：微,語,近代：魚模
陰,上古：侵,騑,中古：微,雨,近代：魚模
蚤,上古：幽,裶,中古：微,與,近代：魚模
韭,上古：幽,𥇖,中古：微,圄,近代：魚模
霜,上古：陽,猆,中古：微,圉,近代：魚模
場,上古：陽,飛,中古：微,齬,近代：魚模
饗,上古：陽,扉,中古：微,敔,近代：魚模
羊,上古：陽,緋,中古：微,禦,近代：魚模
堂,上古：陽,𩙲,中古：微,愈,近代：魚模
觥,上古：陽,非,中古：微,宇,近代：魚模
疆,上古：陽,馡,中古：微,禹,近代：魚模
勤,上古：文,𩹉,中古：微,庾,近代：魚模
閔,上古：文,騛,中古：微,呂,近代：魚模
雨,上古：魚,騑,中古：微,侶,近代：魚模
土,上古：魚,誹,中古：微,旅,近代：魚模
戶,上古：魚,餥,中古：微,膂,近代：魚模
予,上古：魚,肥,中古：微,縷,近代：魚模
據,上古：魚,腓,中古：微,僂,近代：魚模
荼,上古：魚,䈈,中古：微,主,近代：魚模
租,上古：魚,淝,中古：微,煑,近代：魚模
瘏,上古：魚,𤷂,中古：微,拄,近代：魚模
家,上古：魚,痱,中古：微,渚,近代：魚模
譙,上古：宵,蜰,中古：微,塵,近代：魚模
修,上古：幽,䨽,中古：微,墅,近代：魚模
翹,上古：宵,蟦,中古：微,翥,近代：魚模
搖,上古：宵,賁,中古：微,汝,近代：魚模
嘵,上古：宵,裴,中古：微,乳,近代：魚模
山,上古：元,威,中古：微,鼠,近代：魚模
歸,上古：微,葳,中古：微,黍,近代：魚模
東,上古：東,隇,中古：微,暑,近代：魚模
蒙,上古：東,嵔,中古：微,阻,近代：魚模
歸,上古：微,蝛,中古：微,爼,近代：魚模
悲,上古：微,鰄,中古：微,杵,近代：魚模
衣,上古：微,媁,中古：微,杼,近代：魚模
枚,上古：微,楲,中古：微,楮,近代：魚模
蠋,上古：屋,祈,中古：微,褚,近代：魚模
野,上古：魚,頎,中古：微,處,近代：魚模
宿,上古：覺,旂,中古：微,數,近代：魚模
下,上古：魚,𩴆,中古：微,所,近代：魚模
山,上古：元,畿,中古：微,祖,近代：魚模
歸,上古：微,㙨,中古：微,組,近代：魚模
東,上古：東,崎,中古：微,武,近代：魚模
蒙,上古：東,碕,中古：微,舞,近代：魚模
實,上古：質,圻,中古：微,鵡,近代：魚模
宇,上古：魚,刏,中古：微,侮,近代：魚模
室,上古：質,𧰙,中古：微,廡,近代：魚模
戶,上古：魚,𦠄,中古：微,吐,近代：魚模
場,上古：陽,俟,中古：微,土,近代：魚模
行,上古：陽,幾,中古：微,魯,近代：魚模
畏,上古：微,蚚,中古：微,櫓,近代：魚模
懷,上古：微,玂,中古：微,虜,近代：魚模
山,上古：元,蟣,中古：微,��,近代：魚模
歸,上古：微,岓,中古：微,鹵,近代：魚模
東,上古：東,𪙧,中古：微,滷,近代：魚模
蒙,上古：東,機,中古：微,覩,近代：魚模
垤,上古：質,譏,中古：微,堵,近代：魚模
室,上古：質,蘄,中古：微,賭,近代：魚模
窒,上古：質,嘰,中古：微,古,近代：魚模
至,上古：質,𦺬,中古：微,瞽,近代：魚模
薪,上古：真,磯,中古：微,罟,近代：魚模
年,上古：真,鞿,中古：微,詁,近代：魚模
山,上古：元,饑,中古：微,沽,近代：魚模
歸,上古：微,禨,中古：微,牯,近代：魚模
東,上古：東,幾,中古：微,蠱,近代：魚模
蒙,上古：東,䟇,中古：微,估,近代：魚模
飛,上古：微,鐖,中古：微,盬,近代：魚模
羽,上古：魚,僟,中古：微,鼓,近代：魚模
歸,上古：微,璣,中古：微,股,近代：魚模
馬,上古：魚,刏,中古：微,羖,近代：魚模
縭,上古：歌,𧗇,中古：微,賈,近代：魚模
儀,上古：歌,希,中古：微,五,近代：魚模
嘉,上古：歌,晞,中古：微,伍,近代：魚模
何,上古：歌,莃,中古：微,午,近代：魚模
0,上古：0,鵗,中古：微,仵,近代：魚模
斨,上古：陽,睎,中古：微,忤,近代：魚模
0,上古：0,稀,中古：微,塢,近代：魚模
皇,上古：陽,豨,中古：微,鄔,近代：魚模
0,上古：0,𧻶,中古：微,虎,近代：魚模
將,上古：陽,桸,中古：微,滸,近代：魚模
0,上古：0,悕,中古：微,補,近代：魚模
錡,上古：歌,俙,中古：微,浦,近代：魚模
0,上古：0,欷,中古：微,圃,近代：魚模
吪,上古：歌,依,中古：微,鵏,近代：魚模
0,上古：0,郼,中古：微,黼,近代：魚模
嘉,上古：歌,衣,中古：微,普,近代：魚模
0,上古：0,譩,中古：微,溥,近代：魚模
銶,上古：幽,㛄,中古：微,譜,近代：魚模
0,上古：0,㐆,中古：微,否,近代：魚模
遒,上古：幽,䧇,中古：微,甫,近代：魚模
0,上古：0,㥋,中古：微,斧,近代：魚模
休,上古：幽,沂,中古：微,撫,近代：魚模
0,上古：0,凒,中古：微,脯,近代：魚模
克,上古：職,巍,中古：微,府,近代：魚模
0,上古：0,犩,中古：微,俯,近代：魚模
得,上古：職,歸,中古：微,腑,近代：魚模
0,上古：0,㱕,中古：微,父,近代：魚模
遠,上古：元,騩,中古：微,母,近代：魚模
0,上古：0,蘬,中古：微,某,近代：魚模
踐,上古：元,𧢦,中古：微,牡,近代：魚模
0,上古：0,魚,中古：魚,姥,近代：魚模
魴,上古：陽,𩺰,中古：魚,畝,近代：魚模
0,上古：0,漁,中古：魚,楚,近代：魚模
裳,上古：陽,𩼪,中古：魚,礎,近代：魚模
渚,上古：魚,䰻,中古：魚,憷,近代：魚模
所,上古：魚,䱷,中古：魚,舉,近代：魚模
處,上古：魚,齬,中古：魚,莒,近代：魚模
陸,上古：覺,鋙,中古：魚,矩,近代：魚模
複,上古：覺,䁩,中古：魚,櫸,近代：魚模
宿,上古：覺,衙,中古：魚,弩,近代：魚模
衣,上古：微,初,中古：魚,努,近代：魚模
歸,上古：微,𠿝,中古：魚,許,近代：魚模
悲,上古：微,書,中古：魚,詡,近代：魚模
胡,上古：魚,鵨,中古：魚,取,近代：魚模
尾,上古：微,瑹,中古：魚,咀,近代：魚模
膚,上古：魚,舒,中古：魚,苦,近代：魚模
幾,上古：脂,𦺗,中古：魚,女,近代：魚模
0,上古：0,紓,中古：魚,嶼,近代：魚模
胡,上古：魚,𨛭,中古：魚,傴,近代：魚模
膚,上古：魚,居,中古：魚,去,近代：魚模
瑕,上古：魚,𡨢,中古：魚,谷,近代：魚模
鳴,上古：耕,据,中古：魚,榖,近代：魚模
蘋,上古：耕,裾,中古：魚,轂,近代：魚模
0,上古：0,琚,中古：魚,骨,近代：魚模
笙,上古：耕,䝻,中古：魚,蔌,近代：魚模
簧,上古：陽,鶋,中古：魚,縮,近代：魚模
將,上古：陽,車,中古：魚,速,近代：魚模
0,上古：0,蜛,中古：魚,謖,近代：魚模
行,上古：陽,崌,中古：魚,復,近代：魚模
0,上古：0,椐,中古：魚,福,近代：魚模
蒿,上古：宵,涺,中古：魚,幅,近代：魚模
0,上古：0,𦱅,中古：魚,蝠,近代：魚模
昭,上古：宵,腒,中古：魚,腹,近代：魚模
恌,上古：宵,渠,中古：魚,覆,近代：魚模
效,上古：宵,𨎶,中古：魚,拂,近代：魚模
0,上古：0,𦄽,中古：魚,卜,近代：魚模
敖,上古：宵,璩,中古：魚,不,近代：魚模
0,上古：0,磲,中古：魚,菊,近代：魚模
芩,上古：侵,蕖,中古：魚,踘,近代：魚模
0,上古：0,籧,中古：魚,局,近代：魚模
琴,上古：侵,𥴧,中古：魚,笏,近代：魚模
琴,上古：侵,淭,中古：魚,忽,近代：魚模
湛,上古：侵,醵,中古：魚,築,近代：魚模
0,上古：0,腒,中古：魚,燭,近代：魚模
心,上古：侵,𪆫,中古：魚,竹,近代：魚模
騑,上古：微,螶,中古：魚,粥,近代：魚模
遲,上古：脂,蟝,中古：魚,粟,近代：魚模
歸,上古：微,䝣,中古：魚,宿,近代：魚模
悲,上古：微,豦,中古：魚,曲,近代：魚模
騑,上古：微,蘧,中古：魚,麯,近代：魚模
馬,上古：魚,鐻,中古：魚,屈,近代：魚模
歸,上古：微,璖,中古：魚,哭,近代：魚模
盬,上古：魚,𨞙,中古：魚,窟,近代：魚模
處,上古：魚,㯫,中古：魚,酷,近代：魚模
下,上古：魚,䟊,中古：魚,出,近代：魚模
栩,上古：魚,𦼫,中古：魚,黜,近代：魚模
盬,上古：魚,䆽,中古：魚,畜,近代：魚模
父,上古：魚,𧝔,中古：魚,叔,近代：魚模
